Disease,Disease ID,Drug,Drug ID,Type,Mechanism of action,Action type,Activity,Target,Target ID,Target class
SALIVARY GLAND SQUAMOUS CELL CARCINOMA,EFO_1001967,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB8,ENSG00000261456,STRUCTURAL PROTEIN
UVEAL MELANOMA,EFO_1000616,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD3,ENSG00000077514,ENZYME
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFV2,ENSG00000178127,OXIDOREDUCTASE
NASAL CAVITY AND PARANASAL SINUS SQUAMOUS CELL CARCINOMA,MONDO_0044787,SORAFENIB,CHEMBL1336,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT1,ENSG00000102755,TYROSINE PROTEIN KINASE VEGFR FAMILY
OROPHARYNX SQUAMOUS CELL CARCINOMA,MONDO_0044704,PACLITAXEL,CHEMBL428647,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB,ENSG00000196230,STRUCTURAL PROTEIN
SEZARY,EFO_1000785,VORINOSTAT,CHEMBL98,SMALL MOLECULE,HISTONE DEACETYLASE 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC1,ENSG00000116478,HDAC CLASS I
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,CAPECITABINE,CHEMBL1773,SMALL MOLECULE,THYMIDYLATE SYNTHASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TYMS,ENSG00000176890,TRANSFERASE
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,SRC,ENSG00000197122,TYROSINE PROTEIN KINASE SRC FAMILY
DERMATOFIBROSARCOMA PROTUBERANS,ORPHANET_31112,IMATINIB,CHEMBL941,SMALL MOLECULE,STEM CELL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KIT,ENSG00000157404,TYROSINE PROTEIN KINASE PDGFR FAMILY
MELANOMA,EFO_0000756,SAGOPILONE,CHEMBL2304041,SMALL MOLECULE,TUBULIN STABILISER,STABILISER,OTHER,TUBB4B,ENSG00000188229,STRUCTURAL PROTEIN
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,EFO_0005922,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MT-ND5,ENSG00000198786,OXIDOREDUCTASE
UVEAL MELANOMA,EFO_1000616,SUNITINIB,CHEMBL535,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRA,ENSG00000134853,TYROSINE PROTEIN KINASE PDGFR FAMILY
METASTATIC MELANOMA,EFO_0002617,VINORELBINE,CHEMBL553025,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB3,ENSG00000258947,STRUCTURAL PROTEIN
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFS3,ENSG00000213619,OXIDOREDUCTASE
LIP AND ORAL CAVITY SQUAMOUS CELL CARCINOMA,MONDO_0044710,VANDETANIB,CHEMBL24828,SMALL MOLECULE,EPHRIN RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA6,ENSG00000080224,KINASE
MELANOMA,EFO_0000756,REGORAFENIB,CHEMBL1946170,SMALL MOLECULE,TYROSINE-PROTEIN KINASE RECEPTOR RET INHIBITOREXPERT,INHIBITOR,NEGATIVE MODULATOR,RET,ENSG00000165731,TYROSINE PROTEIN KINASE RET FAMILY
UVEAL MELANOMA,EFO_1000616,SORAFENIB,CHEMBL1336,SMALL MOLECULE,STEM CELL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KIT,ENSG00000157404,TYROSINE PROTEIN KINASE PDGFR FAMILY
MELANOMA,EFO_0000756,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,SRC,ENSG00000197122,TYROSINE PROTEIN KINASE SRC FAMILY
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFS1,ENSG00000023228,OXIDOREDUCTASE
MYCOSIS FUNGOIDES,EFO_1001051,PEMBROLIZUMAB,CHEMBL3137343,ANTIBODY,PROGRAMMED CELL DEATH PROTEIN 1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDCD1,ENSG00000188389,SURFACE ANTIGEN
UVEAL MELANOMA,EFO_1000616,SORAFENIB,CHEMBL1336,SMALL MOLECULE,SERINE/THREONINE-PROTEIN KINASE RAF INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,RAF1,ENSG00000132155,TKL PROTEIN KINASE RAF FAMILY
LARYNGEAL SQUAMOUS CELL CARCINOMA,EFO_0006352,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB4B,ENSG00000188229,STRUCTURAL PROTEIN
EXTRANODAL NASAL NK/T CELL LYMPHOMA,MONDO_0019472,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD3,ENSG00000077514,ENZYME
SQUAMOUS CELL LUNG CARCINOMA,EFO_0000708,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,SRMS,ENSG00000125508,TYROSINE PROTEIN KINASE SRC FAMILY
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,INDOMETHACIN,CHEMBL6,SMALL MOLECULE,CYCLOOXYGENASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PTGS1,ENSG00000095303,OXIDOREDUCTASE
MELANOMA,EFO_0000756,ACITRETIN,CHEMBL1131,SMALL MOLECULE,RETINOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RXRG,ENSG00000143171,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP B MEMBER 1
LARYNGEAL SQUAMOUS CELL CARCINOMA,EFO_0006352,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB3,ENSG00000258947,STRUCTURAL PROTEIN
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,AXITINIB,CHEMBL1289926,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT4,ENSG00000037280,TYROSINE PROTEIN KINASE VEGFR FAMILY
ORAL SQUAMOUS CELL CARCINOMA,EFO_0000199,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA2,ENSG00000131495,OXIDOREDUCTASE
NASAL CAVITY AND PARANASAL SINUS SQUAMOUS CELL CARCINOMA,MONDO_0044787,DOCETAXEL,CHEMBL92,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB2A,ENSG00000137267,STRUCTURAL PROTEIN
NASAL CAVITY AND PARANASAL SINUS SQUAMOUS CELL CARCINOMA,MONDO_0044787,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB8,ENSG00000261456,STRUCTURAL PROTEIN
MELANOMA,EFO_0000756,ENTINOSTAT,CHEMBL27759,SMALL MOLECULE,HISTONE DEACETYLASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,HDAC1,ENSG00000116478,HDAC CLASS I
MELANOMA,EFO_0000756,MELATONIN,CHEMBL45,SMALL MOLECULE,MELATONIN RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,MTNR1B,ENSG00000134640,MELATONIN RECEPTOR
MELANOMA,EFO_0000756,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA1,ENSG00000101868,ENZYME
OCULAR MELANOMA,EFO_1000403,THALIDOMIDE,CHEMBL468,SMALL MOLECULE,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CUL4A,ENSG00000139842,UNCLASSIFIED PROTEIN
LIP AND ORAL CAVITY SQUAMOUS CELL CARCINOMA,MONDO_0044710,VANDETANIB,CHEMBL24828,SMALL MOLECULE,TYROSINE-PROTEIN KINASE SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,SRC,ENSG00000197122,TYROSINE PROTEIN KINASE SRC FAMILY
UVEAL MELANOMA,EFO_1000616,SUNITINIB,CHEMBL535,SMALL MOLECULE,STEM CELL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KIT,ENSG00000157404,TYROSINE PROTEIN KINASE PDGFR FAMILY
ADULT T-CELL LEUKEMIA/LYMPHOMA,MONDO_0019471,CYTARABINE,CHEMBL803,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLA1,ENSG00000101868,ENZYME
ENDOMETRIAL ADENOSQUAMOUS CARCINOMA,EFO_1001952,IXABEPILONE,CHEMBL1201752,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB6,ENSG00000176014,STRUCTURAL PROTEIN
METASTATIC MELANOMA,EFO_0002617,DASATINIB,CHEMBL1421,SMALL MOLECULE,SRC INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FRK,ENSG00000111816,TYROSINE PROTEIN KINASE SRC FAMILY
UVEAL MELANOMA,EFO_1000616,BEVACIZUMAB,CHEMBL1201583,ANTIBODY,VASCULAR ENDOTHELIAL GROWTH FACTOR A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,VEGFA,ENSG00000112715,SECRETED PROTEIN
METASTATIC MELANOMA,EFO_0002617,SARGRAMOSTIM,CHEMBL1201670,PROTEIN,GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,CSF2RA,ENSG00000198223,MEMBRANE RECEPTOR
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,PAZOPANIB,CHEMBL477772,SMALL MOLECULE,STEM CELL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KIT,ENSG00000157404,TYROSINE PROTEIN KINASE PDGFR FAMILY
SEZARY,EFO_1000785,BEXAROTENE,CHEMBL1023,SMALL MOLECULE,RETINOID X RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RXRA,ENSG00000186350,NUCLEAR HORMONE RECEPTOR SUBFAMILY 2 GROUP B MEMBER 1
MELANOMA,EFO_0000756,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFC1,ENSG00000109390,OXIDOREDUCTASE
MELANOMA,EFO_0000756,SUNITINIB,CHEMBL535,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRA,ENSG00000134853,TYROSINE PROTEIN KINASE PDGFR FAMILY
CERVICAL SQUAMOUS CELL CARCINOMA,EFO_1000172,DOCETAXEL,CHEMBL92,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB6,ENSG00000176014,STRUCTURAL PROTEIN
CERVICAL SQUAMOUS CELL CARCINOMA,EFO_1000172,DOCETAXEL,CHEMBL92,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB4B,ENSG00000188229,STRUCTURAL PROTEIN
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA1,ENSG00000125356,OXIDOREDUCTASE
LIP AND ORAL CAVITY SQUAMOUS CELL CARCINOMA,MONDO_0044710,VANDETANIB,CHEMBL24828,SMALL MOLECULE,EPHRIN RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA3,ENSG00000044524,KINASE
LIP AND ORAL CAVITY SQUAMOUS CELL CARCINOMA,MONDO_0044710,VANDETANIB,CHEMBL24828,SMALL MOLECULE,EPHRIN RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA8,ENSG00000070886,KINASE
ACRAL LENTIGINOUS MELANOMA (),MONDO_0003865,SUNITINIB,CHEMBL535,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRB,ENSG00000113721,TYROSINE PROTEIN KINASE PDGFR FAMILY
MELANOMA,EFO_0000756,CABOZANTINIB,CHEMBL2105717,SMALL MOLECULE,HEPATOCYTE GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MET,ENSG00000105976,TYROSINE PROTEIN KINASE MET FAMILY
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MT-ND4L,ENSG00000212907,OXIDOREDUCTASE
ORAL SQUAMOUS CELL CARCINOMA,EFO_0000199,DOXYCYCLINE,CHEMBL1433,SMALL MOLECULE,MATRIX METALLOPROTEINASE 8 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MMP8,ENSG00000118113,METALLO PROTEASE M10A SUBFAMILY
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,VANDETANIB,CHEMBL24828,SMALL MOLECULE,EPHRIN RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA10,ENSG00000183317,KINASE
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,SUNITINIB,CHEMBL535,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT1,ENSG00000102755,TYROSINE PROTEIN KINASE VEGFR FAMILY
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,EFO_0005922,LAPATINIB,CHEMBL554,SMALL MOLECULE,EPIDERMAL GROWTH FACTOR RECEPTOR ERBB1 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EGFR,ENSG00000146648,TYROSINE PROTEIN KINASE EGFR FAMILY
UVEAL MELANOMA,EFO_1000616,SORAFENIB,CHEMBL1336,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRB,ENSG00000113721,TYROSINE PROTEIN KINASE PDGFR FAMILY
ACRAL LENTIGINOUS MELANOMA (),MONDO_0003865,SUNITINIB,CHEMBL535,SMALL MOLECULE,MACROPHAGE COLONY STIMULATING FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CSF1R,ENSG00000182578,TYROSINE PROTEIN KINASE PDGFR FAMILY
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA7,ENSG00000267855,OXIDOREDUCTASE
NASAL CAVITY AND PARANASAL SINUS SQUAMOUS CELL CARCINOMA,MONDO_0044787,SORAFENIB,CHEMBL1336,SMALL MOLECULE,TYROSINE-PROTEIN KINASE RECEPTOR FLT3 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT3,ENSG00000122025,TYROSINE PROTEIN KINASE PDGFR FAMILY
MELANOMA,EFO_0000756,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD1,ENSG00000062822,ENZYME
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,CIXUTUMUMAB,CHEMBL1743001,ANTIBODY,INSULIN-LIKE GROWTH FACTOR I RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,IGF1R,ENSG00000140443,TYROSINE PROTEIN KINASE INSR FAMILY
MELANOMA,EFO_0000756,DASATINIB,CHEMBL1421,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRB,ENSG00000113721,TYROSINE PROTEIN KINASE PDGFR FAMILY
ENDOMETRIAL ADENOSQUAMOUS CARCINOMA,EFO_1001952,BEVACIZUMAB,CHEMBL1201583,ANTIBODY,VASCULAR ENDOTHELIAL GROWTH FACTOR A INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,VEGFA,ENSG00000112715,SECRETED PROTEIN
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,EFO_0005922,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MT-ND1,ENSG00000198888,OXIDOREDUCTASE
ADULT T-CELL LEUKEMIA/LYMPHOMA,MONDO_0019471,CYTARABINE,CHEMBL803,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD2,ENSG00000106628,ENZYME
UVEAL MELANOMA,EFO_1000616,SORAFENIB,CHEMBL1336,SMALL MOLECULE,SERINE/THREONINE-PROTEIN KINASE B-RAF INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,BRAF,ENSG00000157764,TKL PROTEIN KINASE RAF FAMILY
VULVAR SQUAMOUS CELL CARCINOMA,EFO_1000624,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE,ENSG00000177084,ENZYME
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB4,ENSG00000065518,OXIDOREDUCTASE
VULVAR SQUAMOUS CELL CARCINOMA,EFO_1000624,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PRIM2,ENSG00000146143,ENZYME
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA7,ENSG00000267855,OXIDOREDUCTASE
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,VANDETANIB,CHEMBL24828,SMALL MOLECULE,EPHRIN RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA2,ENSG00000142627,KINASE
MELANOMA,EFO_0000756,CIXUTUMUMAB,CHEMBL1743001,ANTIBODY,INSULIN-LIKE GROWTH FACTOR I RECEPTOR ANTAGONIST,ANTAGONIST,NEGATIVE MODULATOR,IGF1R,ENSG00000140443,TYROSINE PROTEIN KINASE INSR FAMILY
SEZARY,EFO_1000785,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLE,ENSG00000177084,ENZYME
ORAL SQUAMOUS CELL CARCINOMA,EFO_0000199,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB3,ENSG00000119013,OXIDOREDUCTASE
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFA4,ENSG00000189043,OXIDOREDUCTASE
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,VANDETANIB,CHEMBL24828,SMALL MOLECULE,EPHRIN RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA7,ENSG00000135333,KINASE
ANAL SQUAMOUS CELL CARCINOMA,EFO_1000081,PACLITAXEL,CHEMBL428647,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB3,ENSG00000258947,STRUCTURAL PROTEIN
MELANOMA,EFO_0000756,DASATINIB,CHEMBL1421,SMALL MOLECULE,EPHRIN TYPE-A RECEPTOR 2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,EPHA2,ENSG00000142627,TYROSINE PROTEIN KINASE EPH FAMILY
HEAD AND NECK SQUAMOUS CELL CARCINOMA,EFO_0000181,CABAZITAXEL,CHEMBL1201748,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB4B,ENSG00000188229,STRUCTURAL PROTEIN
ADENOSQUAMOUS LUNG CARCINOMA,EFO_0000233,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB6,ENSG00000165264,OXIDOREDUCTASE
OCULAR MELANOMA,EFO_1000403,SUNITINIB,CHEMBL535,SMALL MOLECULE,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,FLT4,ENSG00000037280,TYROSINE PROTEIN KINASE VEGFR FAMILY
METASTATIC MELANOMA,EFO_0002617,SUNITINIB,CHEMBL535,SMALL MOLECULE,PLATELET-DERIVED GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,PDGFRA,ENSG00000134853,TYROSINE PROTEIN KINASE PDGFR FAMILY
ADULT T-CELL LEUKEMIA/LYMPHOMA,MONDO_0019471,GEMCITABINE,CHEMBL888,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD4,ENSG00000175482,ENZYME
ESOPHAGEAL SQUAMOUS CELL CARCINOMA,EFO_0005922,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB2,ENSG00000090266,OXIDOREDUCTASE
GORLIN SYNDROME,ORPHANET_377,IPILIMUMAB,CHEMBL1789844,ANTIBODY,CYTOTOXIC T-LYMPHOCYTE PROTEIN 4 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,CTLA4,ENSG00000163599,SURFACE ANTIGEN
SALIVARY GLAND SQUAMOUS CELL CARCINOMA,EFO_1001967,LAPATINIB,CHEMBL554,SMALL MOLECULE,RECEPTOR PROTEIN-TYROSINE KINASE ERBB-2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ERBB2,ENSG00000141736,TYROSINE PROTEIN KINASE EGFR FAMILY
SQUAMOUS CELL CARCINOMA,EFO_0000707,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB5,ENSG00000136521,OXIDOREDUCTASE
METASTATIC MELANOMA,EFO_0002617,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,NDUFB8,ENSG00000166136,OXIDOREDUCTASE
MELANOMA,EFO_0000756,METFORMIN,CHEMBL1431,SMALL MOLECULE,MITOCHONDRIAL COMPLEX I (NADH DEHYDROGENASE) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,MT-ND4,ENSG00000198886,OXIDOREDUCTASE
LARYNGEAL SQUAMOUS CELL CARCINOMA,EFO_0006352,LAPATINIB,CHEMBL554,SMALL MOLECULE,RECEPTOR PROTEIN-TYROSINE KINASE ERBB-2 INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,ERBB2,ENSG00000141736,TYROSINE PROTEIN KINASE EGFR FAMILY
MELANOMA,EFO_0000756,SAGOPILONE,CHEMBL2304041,SMALL MOLECULE,TUBULIN STABILISER,STABILISER,OTHER,TUBA3C,ENSG00000198033,STRUCTURAL PROTEIN
MUCOSAL MELANOMA,MONDO_0000544,ALDESLEUKIN,CHEMBL1201438,PROTEIN,INTERLEUKIN-2 RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,IL2RB,ENSG00000100385,MEMBRANE RECEPTOR
MELANOMA,EFO_0000756,ACITRETIN,CHEMBL1131,SMALL MOLECULE,RETINOID RECEPTOR AGONIST,AGONIST,POSITIVE MODULATOR,RXRA,ENSG00000186350,NUCLEAR HORMONE RECEPTOR SUBFAMILY 1 GROUP B MEMBER 1
METASTATIC MELANOMA,EFO_0002617,DOCETAXEL,CHEMBL92,SMALL MOLECULE,TUBULIN INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,TUBB,ENSG00000196230,STRUCTURAL PROTEIN
NASAL CAVITY AND PARANASAL SINUS SQUAMOUS CELL CARCINOMA,MONDO_0044787,SUNITINIB,CHEMBL535,SMALL MOLECULE,STEM CELL GROWTH FACTOR RECEPTOR INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,KIT,ENSG00000157404,TYROSINE PROTEIN KINASE PDGFR FAMILY
MYCOSIS FUNGOIDES,EFO_1001051,FLUDARABINE PHOSPHATE,CHEMBL1096882,SMALL MOLECULE,DNA POLYMERASE (ALPHA/DELTA/EPSILON) INHIBITOR,INHIBITOR,NEGATIVE MODULATOR,POLD3,ENSG00000077514,ENZYME
